title,price,rating,rating_value,page
The Name of the Wind (The Kingkiller Chronicle #1),50.59,Three,3,47
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,One,1,47
The Little Prince,45.42,Two,2,47
The Light of the Fireflies,54.43,One,1,47
The Last Girl (The Dominion Trilogy #1),36.26,Two,2,47
The Iliad,16.16,One,1,47
The Hook Up (Game On #1),36.29,Five,5,47
The Haters,27.89,Five,5,47
The Girl You Lost,12.29,Five,5,47
The Girl In The Ice (DCI Erika Foster #1),15.85,Three,3,47
The End of the Jesus Era (An Investigation #1),14.4,One,1,47
The Edge of Reason (Bridget Jones #2),19.18,Four,4,47
The Complete Maus (Maus #1-2),10.64,Three,3,47
The Communist Manifesto,14.76,Three,3,47
The Bhagavad Gita,57.49,Three,3,48
The Bette Davis Club,30.66,Three,3,48
The Art of Not Breathing,40.83,Four,4,48
Taking Shots (Assassins #1),18.88,Two,2,48
Starlark,25.83,Three,3,48
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,Three,3,48
Sister Sable (The Mad Queen #1),13.33,Three,3,48
Shatter Me (Shatter Me #1),42.4,One,1,48
Shameless,58.35,Three,3,48
Shadow Rites (Jane Yellowrock #10),21.72,Four,4,48
Settling the Score (The Summer Games #1),44.91,Two,2,48
Sense and Sensibility,37.46,One,1,48
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,One,1,48
"Rhythm, Chord & Malykhin",28.34,Two,2,48
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,Five,5,48
Paradise Lost (Paradise #1),24.96,One,1,48
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,Four,4,48
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,Three,3,48
Origins (Alphas 0.5),28.99,One,1,48
One Second (Seven #7),52.94,Two,2,48
On the Road (Duluoz Legend),32.36,Three,3,49
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two,2,49
Off Sides (Off #1),39.45,Five,5,49
Of Mice and Men,47.11,Two,2,49
Myriad (Prentor #1),58.75,Four,4,49
My Perfect Mistake (Over the Top #1),38.92,Two,2,49
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,Four,4,49
Meditations,25.89,Two,2,49
Matilda,28.34,One,1,49
Lost Among the Living,27.7,Four,4,49
Lord of the Flies,24.89,Three,3,49
Listen to Me (Fusion #1),58.99,Three,3,49
Kitchens of the Great Midwest,57.2,Five,5,49
Jane Eyre,38.43,Five,5,49
Imperfect Harmony,34.74,Four,4,49
Icing (Aces Hockey #2),40.44,Four,4,49
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,Three,3,49
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four,4,49
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,Four,4,49
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,Five,5,49
Frankenstein,38.0,Two,2,50
Forever Rockers (The Rocker #12),28.8,Three,3,50
Fighting Fate (Fighting #6),39.24,Three,3,50
Emma,32.93,Two,2,50
"Eat, Pray, Love",51.32,Three,3,50
Deep Under (Walker Security #1),47.09,Five,5,50
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Four,4,50
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,Three,3,50
Charity's Cross (Charles Towne Belles #4),41.24,One,1,50
Bright Lines,39.07,Five,5,50
Bridget Jones's Diary (Bridget Jones #1),29.82,One,1,50
Bounty (Colorado Mountain #7),37.26,Four,4,50
Blood Defense (Samantha Brinkman #1),20.3,Three,3,50
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,Five,5,50
Beyond Good and Evil,43.38,One,1,50
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,One,1,50
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,Four,4,50
A Spy's Devotion (The Regency Spies of London #1),16.97,Five,5,50
1st to Die (Women's Murder Club #1),53.98,One,1,50
"1,000 Places to See Before You Die",26.08,Five,5,50
